term,df,sumsq,meansq,statistic,p.value,Protein,p_adj_FDR
df$group,4,4216677.008,1054169.252,0.972845449,0.42699919,FOXO1A,0.648812409
df$group,4,983817.6961,245954.424,0.970353321,0.428353849,CD83,0.649619879
df$group,4,2082.496343,520.6240856,0.966856876,0.430259969,S4A8,0.650651185
df$group,4,4718519.866,1179629.966,0.96807064,0.429597541,MKNK1,0.650651185
df$group,4,2038260822,509565205.5,0.96595043,0.430755182,TER.ATPase,0.650651185
df$group,4,3662154.101,915538.5254,0.966660155,0.430367405,PGP9.5,0.650651185
df$group,4,3473357.273,868339.3182,0.964189866,0.431718263,UNG,0.651455103
df$group,4,17905571.66,4476392.916,0.961642549,0.433114623,MRE11,0.652910579
df$group,4,558502.9142,139625.7286,0.959954423,0.434041893,c.Jun,0.653064798
df$group,4,754737183.8,188684295.9,0.95909837,0.43451269,RAB5B,0.653064798
df$group,4,343426.8214,85856.70536,0.959652935,0.434207656,LDB2,0.653064798
df$group,4,1175883.104,293970.776,0.956444941,0.435974437,RS14,0.654201948
df$group,4,52041.20364,13010.30091,0.956154557,0.436134632,CBPE,0.654201948
df$group,4,30391113,7597778.25,0.954124023,0.437256059,CD59,0.655029548
df$group,4,40237490.02,10059372.5,0.952804406,0.437986027,IPP2,0.655029548
df$group,4,1062434.268,265608.567,0.953034975,0.437858418,TrkA,0.655029548
df$group,4,112370.8719,28092.71798,0.946408154,0.441537264,Neurotrophin.3,0.659688086
df$group,4,48307328.67,12076832.17,0.941650175,0.444192936,FcRIIIa,0.662346864
df$group,4,60917.87735,15229.46934,0.942243612,0.443861056,PTHrP,0.662346864
df$group,4,4609.148357,1152.287089,0.93988954,0.445178667,GFAP,0.662954645
df$group,4,6586437.024,1646609.256,0.939356435,0.44547746,PTH,0.662954645
df$group,4,14216000.37,3554000.092,0.937078718,0.446755757,PLXB2,0.66355079
df$group,4,3710421223,927605305.7,0.937764741,0.44637046,aldolase.A,0.66355079
df$group,4,53399.41803,13349.85451,0.934720268,0.448082246,EYS,0.664867867
df$group,4,23932.6276,5983.156899,0.929570824,0.450988693,WNT16,0.667869642
df$group,4,693557.2193,173389.3048,0.929604692,0.450969532,sICAM.1,0.667869642
df$group,4,13865378.16,3466344.541,0.926873339,0.452516782,PTP.1C,0.669476882
df$group,4,761012.4652,190253.1163,0.9241394,0.454069428,S35G2,0.670833427
df$group,4,195343101.9,48835775.47,0.923063645,0.454681444,STIM1.CD,0.670833427
df$group,4,725645.9981,181411.4995,0.922917344,0.454764724,XRCC4,0.670833427
df$group,4,158671.6028,39667.90069,0.921697654,0.455459457,CALCR,0.67120341
df$group,4,190720.7001,47680.17503,0.917339608,0.457948179,GTF2I,0.674213872
df$group,4,172540.9827,43135.24566,0.916247737,0.458573269,SGK1,0.674477415
df$group,4,15910478.15,3977619.539,0.912989583,0.460442265,RBMS1,0.674687699
df$group,4,35833121.96,8958280.489,0.913510446,0.460143105,RAP,0.674687699
df$group,4,25340599.76,6335149.939,0.912887127,0.460501128,KPCT,0.674687699
df$group,4,2150392.069,537598.0171,0.914611578,0.459511133,FABPE.1,0.674687699
df$group,4,31927.99119,7981.997797,0.911447455,0.461328827,DOT1L,0.675246066
df$group,4,680414.141,170103.5353,0.910326503,0.461974039,HTAI2,0.675536506
df$group,4,54889.71052,13722.42763,0.906954833,0.463918717,CSF.1,0.67707056
df$group,4,42586.58117,10646.64529,0.906958259,0.463916738,Gastrin.releasing.peptide.1,0.67707056
df$group,4,29259.16904,7314.79226,0.905729821,0.464626741,Thyroglobulin,0.677449983
df$group,4,140225.5367,35056.38417,0.904898079,0.465107912,WWP2,0.677498231
df$group,4,75179056.71,18794764.18,0.903277311,0.466046585,NUB1,0.677560035
df$group,4,1613704.502,403426.1255,0.903278349,0.466045983,TMA,0.677560035
df$group,4,370179.9342,92544.98354,0.899492851,0.46824371,PAIP1,0.679265512
df$group,4,653810105.3,163452526.3,0.898936371,0.468567413,RB11B,0.679265512
df$group,4,330297.6171,82574.40427,0.899690563,0.46812874,GP1BA,0.679265512
df$group,4,5406564.068,1351641.017,0.895317255,0.47067659,PRL,0.681669543
df$group,4,62023.58634,15505.89659,0.892395331,0.472384432,IL.10,0.682834858
df$group,4,71484753.33,17871188.33,0.892853111,0.472116569,RBG1L,0.682834858
df$group,4,11243913.86,2810978.465,0.888860005,0.474456745,Calcineurin.B.a,0.683100808
df$group,4,11311.17974,2827.794936,0.888361997,0.474749186,ZHANG,0.683100808
df$group,4,13078.29331,3269.573329,0.88822893,0.474827348,ROGDI,0.683100808
df$group,4,1321764.54,330441.135,0.889987626,0.473795058,NUDC3,0.683100808
df$group,4,104846516.7,26211629.18,0.890839256,0.47329576,a.Synuclein,0.683100808
df$group,4,13467.85191,3366.962978,0.887031754,0.475530965,CCD95,0.683462756
df$group,4,22090.36207,5522.590517,0.885445587,0.476464352,CGAT2,0.683504839
df$group,4,1239358.238,309839.5595,0.885980115,0.476149661,EF.1.beta,0.683504839
df$group,4,13590.80556,3397.701391,0.882760583,0.478047329,KCTD5,0.685093809
df$group,4,8658.704248,2164.676062,0.880720905,0.479252343,UBP1,0.685093809
df$group,4,1222679.766,305669.9416,0.880497558,0.479384425,ADAM.9,0.685093809
df$group,4,754430.638,188607.6595,0.880678458,0.479277443,SPA9,0.685093809
df$group,4,76430.70946,19107.67736,0.878882482,0.480340305,CBX5,0.685811654
df$group,4,321590.7031,80397.67577,0.873635455,0.48345506,Coactosin.like.protein,0.688308899
df$group,4,8565864.743,2141466.186,0.874241654,0.48309448,p53,0.688308899
df$group,4,1066826.66,266706.6651,0.874580641,0.482892926,TNR6B,0.688308899
df$group,4,417907.8303,104476.9576,0.871855892,0.484514677,RFXAP,0.689168571
df$group,4,47699017.05,11924754.26,0.87098488,0.485033904,KLC1,0.689258706
df$group,4,285579.8486,71394.96214,0.864673012,0.4888082,TEX29,0.691068464
df$group,4,2127671714,531917928.5,0.861986363,0.490420941,CLIC4,0.691068464
df$group,4,326608290,81652072.49,0.866285537,0.487842014,NA..1,0.691068464
df$group,4,3484425246,871106311.4,0.862366876,0.490192302,Gro.b,0.691068464
df$group,4,19666469.62,4916617.404,0.863095447,0.489754731,PRS6A,0.691068464
df$group,4,112074.9926,28018.74815,0.862101442,0.490351785,PPAR.gamma,0.691068464
df$group,4,373343792.5,93335948.11,0.86462407,0.488837546,GCP.2,0.691068464
df$group,4,452452.4262,113113.1065,0.864545816,0.48888447,Epithelial.cell.kinase,0.691068464
df$group,4,27233.95052,6808.48763,0.865682782,0.488203014,b.NGF,0.691068464
df$group,4,1624802.857,406200.7142,0.859821159,0.491723361,SNCAP,0.692258586
df$group,4,97872344.39,24468086.1,0.856306579,0.493842568,VAV,0.694595315
df$group,4,4343288.657,1085822.164,0.854954576,0.494659474,SLAF5,0.6950977
df$group,4,39389.62839,9847.407099,0.84871107,0.498444005,LRRN1.CD,0.698488453
df$group,4,112644109.3,28161027.31,0.848196642,0.498756713,HEXI1,0.698488453
df$group,4,158683980.5,39670995.13,0.846275033,0.499925996,SHC1.PID,0.698488453
df$group,4,393637.091,98409.27276,0.845805253,0.500212138,PK3C3,0.698488453
df$group,4,688757.613,172189.4032,0.845650843,0.500306213,Cytochrome.P450.3A4,0.698488453
df$group,4,600637.2199,150159.305,0.846859483,0.499570164,ARSB,0.698488453
df$group,4,34699.3449,8674.836225,0.849107583,0.498203067,TGF.b2,0.698488453
df$group,4,103421889.7,25855472.42,0.843972913,0.501329283,PPAC,0.699271103
df$group,4,7473992.252,1868498.063,0.840611304,0.503383213,LY86,0.701488864
df$group,4,104155676.2,26038919.04,0.836522258,0.505889296,Activin.A,0.703231201
df$group,4,442357.3882,110589.3471,0.836809598,0.505712916,PHF6,0.703231201
df$group,4,40511723.15,10127930.79,0.836295037,0.506028801,OPG,0.703231201
df$group,4,242261.3129,60565.32821,0.828387542,0.510899873,LGR4,0.708047112
df$group,4,7876550.774,1969137.694,0.829666207,0.510110082,SENP8,0.708047112
df$group,4,189313.3952,47328.3488,0.827631309,0.511367359,SYWM,0.708047112
df$group,4,40138754.6,10034688.65,0.828514349,0.510821512,NSF1C,0.708047112
df$group,4,797577.3321,199394.333,0.825162615,0.512895436,SOX6,0.709513174
df$group,4,66420864.6,16605216.15,0.822877365,0.514312673,Gc.Globulin..Mixed.Type,0.710182468
df$group,4,38225.19125,9556.297813,0.822257496,0.514697543,CCD89,0.710182468
df$group,4,109699.2252,27424.80629,0.822111288,0.51478835,DB136,0.710182468
df$group,4,33070660.41,8267665.102,0.818723216,0.516895588,MAPK14,0.712439498
df$group,4,7042.491431,1760.622858,0.814659634,0.519430465,IDLC,0.714630449
df$group,4,301149626.1,75287406.52,0.815148605,0.519125011,HCK,0.714630449
df$group,4,403212397.4,100803099.3,0.812157639,0.520995274,E41L1,0.715481248
df$group,4,659334.336,164833.584,0.81234407,0.520878569,NTAN1,0.715481248
df$group,4,8328921.962,2082230.49,0.808133531,0.523518511,C3d,0.717642782
df$group,4,1046695016,261673754,0.808791648,0.523105308,Rho.A,0.717642782
df$group,4,263960466.3,65990116.58,0.806416224,0.524597733,IGFBP.1,0.718470808
df$group,4,134238.682,33559.67051,0.804052781,0.52608537,FGFR4,0.719205316
df$group,4,1386887.243,346721.8107,0.804620825,0.525727573,Cripto,0.719205316
df$group,4,4241080.989,1060270.247,0.802466796,0.527085176,PAFAH.beta.subunit,0.719921216
df$group,4,124495.2157,31123.80393,0.801682464,0.527580073,UBD,0.719946814
df$group,4,223594870.1,55898717.52,0.799388559,0.529029195,SMAD2,0.720374275
df$group,4,7722343.186,1930585.797,0.799901107,0.528705182,F1712,0.720374275
df$group,4,24689.38978,6172.347444,0.798924551,0.529322632,MALT1,0.720374275
df$group,4,8248667.716,2062166.929,0.79683869,0.530643014,PNPO,0.721266213
df$group,4,17037.21737,4259.304343,0.796382495,0.530932074,TNF.a,0.721266213
df$group,4,228061061.6,57015265.39,0.793292017,0.532892945,Galectin.3,0.723280192
df$group,4,1213400.64,303350.1601,0.792354819,0.533488497,CPNE7,0.72343911
df$group,4,3574846.39,893711.5976,0.789160815,0.535521332,USO1,0.723773739
df$group,4,362956.7831,90739.19578,0.789652833,0.535207866,SCCA2,0.723773739
df$group,4,47603415.02,11900853.76,0.78745755,0.536607382,SNX11,0.723773739
df$group,4,827534.3831,206883.5958,0.787654334,0.536481836,RET,0.723773739
df$group,4,70410.87904,17602.71976,0.788510961,0.535935533,Carbonic.anhydrase.9,0.723773739
df$group,4,107282227.5,26820556.89,0.790431574,0.534711965,PSME1,0.723773739
df$group,4,4571140.465,1142785.116,0.786104004,0.537471432,NMT2,0.724293053
df$group,4,12904797.69,3226199.423,0.783314862,0.539254667,RELN,0.725403075
df$group,4,1577089.421,394272.3552,0.783607105,0.539067648,IL.2,0.725403075
df$group,4,502076136.3,125519034.1,0.778325175,0.542454047,GTPB9,0.727764435
df$group,4,18423181.3,4605795.324,0.778430239,0.542386558,STRATIFIN,0.727764435
df$group,4,34774725.39,8693681.347,0.778378997,0.542419473,Transgelin.2,0.727764435
df$group,4,338437.0393,84609.25982,0.777379797,0.543061551,CSK21,0.727933568
df$group,4,3620.358872,905.089718,0.774089275,0.545179341,SENP2,0.730125034
df$group,4,31460.23359,7865.058397,0.772621533,0.546125627,MSRA,0.730745087
df$group,4,4140272.628,1035068.157,0.770635864,0.54740744,STX17,0.731033722
df$group,4,229157.3696,57289.34239,0.77071593,0.547355719,MSP.R,0.731033722
df$group,4,60549.37912,15137.34478,0.770040999,0.547791804,TNFSF18,0.731033722
df$group,4,61645861.22,15411465.3,0.765389494,0.550802997,IGF.I,0.734403996
df$group,4,7936919.943,1984229.986,0.761578486,0.553277572,Cytochrome.c,0.737053471
df$group,4,3391505.744,847876.4359,0.76065803,0.553876252,FOXO3A,0.73720149
df$group,4,12819879.4,3204969.85,0.757634826,0.555845334,CMIP,0.737226444
df$group,4,7170908.744,1792727.186,0.75781984,0.55572471,TrATPase,0.737226444
df$group,4,6564686.463,1641171.616,0.75836176,0.555371482,Adiponectin,0.737226444
df$group,4,448982.3732,112245.5933,0.758984468,0.554965762,NLGNX,0.737226444
df$group,4,2888.37883,722.0947076,0.751051162,0.560147891,LDLR,0.737776852
df$group,4,458357.2372,114589.3093,0.753003162,0.558870161,GST.M1.1,0.737776852
df$group,4,62317.38092,15579.34523,0.754539221,0.557865913,SUFU,0.737776852
df$group,4,316933.2788,79233.31969,0.751252599,0.560015956,BAG.2,0.737776852
df$group,4,1247543760,311885939.9,0.751367943,0.559940416,PUR9,0.737776852
df$group,4,210496646.5,52624161.63,0.751010715,0.560174385,PRKACA,0.737776852
df$group,4,434546.1054,108636.5264,0.756229219,0.556762266,CLC2L,0.737776852
df$group,4,183057.3104,45764.32759,0.750281978,0.560651854,ENTP6,0.737776852
df$group,4,8254032.743,2063508.186,0.753260584,0.558701788,TFF1,0.737776852
df$group,4,23905326.26,5976331.565,0.743439828,0.56514652,TYW5,0.743044816
df$group,4,5495237.07,1373809.268,0.74055392,0.567048588,PEDF,0.744897885
df$group,4,17319991.11,4329997.778,0.738672525,0.56829059,UBL5,0.745249078
df$group,4,32362.51959,8090.629898,0.738655689,0.568301711,TMUB2,0.745249078
df$group,4,51444.7848,12861.1962,0.737675023,0.568949727,BMP.RII,0.745452328
df$group,4,151546.2667,37886.56668,0.733505344,0.571709752,PLK.1,0.74842004
df$group,4,5163706.201,1290926.55,0.731679573,0.572920686,HEMK2,0.748550583
df$group,4,102032307.4,25508076.86,0.732149323,0.572608987,FSTL1,0.748550583
df$group,4,51319586.58,12829896.64,0.731116111,0.573294693,PSD11,0.748550583
df$group,4,12851917.71,3212979.428,0.730148171,0.573937503,KGP1B,0.748743318
df$group,4,12623.16054,3155.790136,0.724119423,0.57795036,PACN3,0.752674749
df$group,4,84506260.64,21126565.16,0.723378699,0.578444483,RHOQ,0.752674749
df$group,4,74588065.02,18647016.26,0.724812445,0.577488271,BAD,0.752674749
df$group,4,111447224.5,27861806.13,0.720466569,0.580389393,WWP1,0.753907871
df$group,4,7469957.183,1867489.296,0.720588338,0.580307995,CD23,0.753907871
df$group,4,524959.4408,131239.8602,0.710992174,0.586741924,GABR1,0.756957158
df$group,4,11462486.25,2865621.563,0.711452107,0.58643267,KS6A6,0.756957158
df$group,4,5421236.479,1355309.12,0.711996924,0.586066454,TNF.b,0.756957158
df$group,4,5354584.437,1338646.109,0.716160311,0.583272017,TPP2,0.756957158
df$group,4,2118133739,529533434.7,0.714328315,0.584500742,Antithrombin.III,0.756957158
df$group,4,279001385.6,69750346.39,0.715460005,0.583741547,PPase,0.756957158
df$group,4,18083254.48,4520813.62,0.713100838,0.585324805,Testican.1,0.756957158
df$group,4,12115245.71,3028811.427,0.712535044,0.585704862,Acid.ceramidase,0.756957158
df$group,4,365111.8851,91277.97128,0.709706343,0.587606974,RU1C,0.757426892
df$group,4,668489.825,167122.4562,0.707680611,0.58897119,UB2D3,0.758538705
df$group,4,42407142.23,10601785.56,0.70565174,0.590339225,DNJB2,0.759653539
df$group,4,1671048563,417762140.7,0.702539508,0.592441044,PNP,0.760464879
df$group,4,4980114.541,1245028.635,0.701256623,0.593308584,TEN2,0.760464879
df$group,4,10562288.76,2640572.189,0.703204148,0.591991851,IDE,0.760464879
df$group,4,115289292.9,28822323.22,0.701064407,0.593438626,eIF.5A.1,0.760464879
df$group,4,3014504.302,753626.0756,0.700996612,0.593484495,b.Catenin.1,0.760464879
df$group,4,46945262.73,11736315.68,0.699967836,0.594180789,Prothrombin,0.760513119
df$group,4,16294718.44,4073679.61,0.699454902,0.594528113,BSP,0.760513119
df$group,4,3766028.188,941507.047,0.692678774,0.599126394,MSI2H,0.765747344
df$group,4,6927167.193,1731791.798,0.690393921,0.600681034,BFL1,0.767085915
df$group,4,435645379.8,108911345,0.687918916,0.602367382,Factor.I,0.76743553
df$group,4,9913497.166,2478374.292,0.68787387,0.602398097,WNK1,0.76743553
df$group,4,1253585.661,313396.4152,0.687757429,0.602477496,URB,0.76743553
df$group,4,65533970.48,16383492.62,0.686017045,0.60366486,AP4A,0.767879262
df$group,4,216759.0927,54189.77318,0.685758192,0.603841563,SPCS,0.767879262
df$group,4,8392213.652,2098053.413,0.683921115,0.605096363,TBCA,0.768182789
df$group,4,165073.8246,41268.45615,0.684176129,0.604922099,Artemin,0.768182789
df$group,4,282548.5353,70637.13383,0.683088073,0.605665798,RA51D,0.768260643
df$group,4,57932.25436,14483.06359,0.681110837,0.607018432,B7,0.769330989
df$group,4,31228265.18,7807066.295,0.678446724,0.608843338,KS6B1,0.769882623
df$group,4,616389878.4,154097469.6,0.678725634,0.608652159,CDKL2,0.769882623
df$group,4,518825.5886,129706.3971,0.678245584,0.608981228,G.CSF,0.769882623
df$group,4,97315183.64,24328795.91,0.676491055,0.610184687,BDNF,0.770759604
df$group,4,1966.45659,491.6141475,0.674010972,0.611887803,FANCL,0.77162165
df$group,4,579062.41,144765.6025,0.674080951,0.611839716,Galectin.7,0.77162165
df$group,4,52894491.19,13223622.8,0.671462564,0.613640248,PIN1,0.773120594
df$group,4,575445.9025,143861.4756,0.67079589,0.614099096,YJEN3,0.773120594
df$group,4,692970.9815,173242.7454,0.669161317,0.615224811,BRAF1,0.77389344
df$group,4,3478.251317,869.5628292,0.666429832,0.617108162,TADBP,0.775617242
df$group,4,2666164.822,666541.2056,0.66518759,0.617965591,MFA3L,0.776049812
df$group,4,53548062.32,13387015.58,0.664273549,0.618596845,RAB23,0.776197868
df$group,4,6067363.225,1516840.806,0.663099525,0.619408096,CBX1,0.776571344
df$group,4,1903402.633,475850.6582,0.660614863,0.621126638,FOXP3,0.777436653
df$group,4,132406.9323,33101.73308,0.661226865,0.620703134,IL.5.1,0.777436653
df$group,4,7654589.061,1913647.265,0.65159924,0.627380834,Osteocalcin,0.778722815
df$group,4,68586051.5,17146512.88,0.655001556,0.625017263,PABP4,0.778722815
df$group,4,503424.6079,125856.152,0.65591893,0.624380662,C56D1,0.778722815
df$group,4,10164.18774,2541.046934,0.654377731,0.625450328,Adenylate.kinase.isoenzyme.5,0.778722815
df$group,4,44118363.55,11029590.89,0.652504618,0.626751479,DLG2,0.778722815
df$group,4,614094885.1,153523721.3,0.652210886,0.62695563,PTRD1,0.778722815
df$group,4,3050005.445,762501.3613,0.650310401,0.628277234,UBE2W,0.778722815
df$group,4,5141.468149,1285.367037,0.651055192,0.627759155,NA..6,0.778722815
df$group,4,85835305.41,21458826.35,0.650228027,0.628334546,IGFBP.3,0.778722815
df$group,4,66696859.23,16674214.81,0.656365701,0.624070737,Cathepsin.S,0.778722815
df$group,4,1859029.008,464757.252,0.652655261,0.62664679,PDGF.Rb,0.778722815
df$group,4,67295318.82,16823829.7,0.656859102,0.623728547,SUMO3.1,0.778722815
df$group,4,17134.46926,4283.617315,0.649013428,0.62917987,RIC3,0.779131829
df$group,4,12013228.1,3003307.024,0.648169377,0.629767601,NHEJ1,0.779221451
df$group,4,35826.04041,8956.510103,0.646044752,0.631248101,SGTB,0.779777065
df$group,4,48428341.38,12107085.34,0.646236029,0.631114751,NF.kappa.B.p105,0.779777065
df$group,4,21680.46113,5420.115282,0.644164226,0.63255978,TXND3,0.7807595
df$group,4,302332048.1,75583012.04,0.64272766,0.633562596,ERK.1,0.781359417
df$group,4,365378.9537,91344.73843,0.641291933,0.634565514,PPR3B,0.781958481
df$group,4,24293592.16,6073398.041,0.640052952,0.635431545,ALDOB,0.782388026
df$group,4,8257801.861,2064450.465,0.638248775,0.636693546,FOXM1,0.782906311
df$group,4,246403.4026,61600.85065,0.637970816,0.63688807,SMD2,0.782906311
df$group,4,370810.7028,92702.67571,0.634876414,0.639055322,CSH,0.784932288
df$group,4,25867060.69,6466765.174,0.629028034,0.643159784,Clusterin,0.789332463
df$group,4,174724785,43681196.26,0.627232691,0.644421939,SUMO3,0.790240042
df$group,4,536370.4698,134092.6174,0.625542746,0.645610911,BNP,0.790415949
df$group,4,176569.2295,44142.30739,0.625638969,0.645543189,UT2,0.790415949
df$group,4,2611623.85,652905.9625,0.624662767,0.646230374,PSB1,0.790534244
df$group,4,8748492.962,2187123.241,0.623057817,0.647360791,ARL11,0.791276893
df$group,4,1400909.026,350227.2566,0.621054581,0.648772831,COQ6,0.791722776
df$group,4,585040.0103,146260.0026,0.621311603,0.648591593,LRAP,0.791722776
df$group,4,298465945.3,74616486.33,0.619741016,0.64969939,UBC9,0.792214094
df$group,4,59650228.01,14912557,0.618042513,0.650898238,BAT3,0.79303637
df$group,4,9735536.909,2433884.227,0.615163852,0.652932012,PHF3,0.794234274
df$group,4,41030847.23,10257711.81,0.61573683,0.65252701,AIF1,0.794234274
df$group,4,42620415.3,10655103.83,0.613870244,0.653846733,AIP,0.794508197
df$group,4,527149.7648,131787.4412,0.612634882,0.654720717,FAK2.FAT,0.794508197
df$group,4,1672868599,418217149.7,0.612616667,0.654733607,CTNA2,0.794508197
df$group,4,11940.83354,2985.208386,0.611592101,0.655458797,IL.9,0.794750361
df$group,4,465864.9406,116466.2351,0.6105304,0.656210585,Moesin,0.795024363
df$group,4,6595308.074,1648827.018,0.608085753,0.657942842,X5NTC,0.795211492
df$group,4,1763788.214,440947.0534,0.608358463,0.657749519,ZN263,0.795211492
df$group,4,5118.931031,1279.732758,0.608285811,0.657801019,ERBB4,0.795211492
df$group,4,492900.2044,123225.0511,0.606871695,0.658803733,AP1S2,0.79561601
df$group,4,586629.5925,146657.3981,0.603895366,0.660915972,PGPI,0.797529888
df$group,4,5493295.491,1373323.873,0.602473011,0.661926238,PNKP,0.798112019
df$group,4,227033.1217,56758.28042,0.600859992,0.663072585,Siglec.7,0.798750047
df$group,4,1246045.723,311511.4307,0.60024203,0.663511944,ATP.synthase.beta.chain,0.798750047
df$group,4,289907880.4,72476970.1,0.599295395,0.66418518,HEM2,0.798924416
df$group,4,134871.5753,33717.89383,0.597970466,0.665127848,DDX58,0.799220862
df$group,4,32326.51779,8081.629448,0.597463315,0.6654888,DRGX,0.799220862
df$group,4,40000333.1,10000083.27,0.59661916,0.666089754,RABE1,0.799307705
df$group,4,100554.1982,25138.54956,0.594915494,0.667303152,UBA3,0.80012876
df$group,4,2644.637632,661.1594079,0.593226973,0.668506494,TERB2,0.800302311
df$group,4,37860788.47,9465197.117,0.593721129,0.668154254,SCF,0.800302311
df$group,4,992884877.4,248221219.4,0.590645099,0.670347875,TCP.1.theta,0.801871825
df$group,4,2575700.94,643925.235,0.589773951,0.670969546,MIF,0.801980991
df$group,4,990433.7993,247608.4498,0.587761795,0.672406177,LSHR,0.802666549
df$group,4,1654359744,413589936,0.587034072,0.672925995,G6PD,0.802666549
df$group,4,1498481683,374620420.8,0.586740539,0.673135704,RAC1,0.802666549
df$group,4,165456.3879,41364.09698,0.583302996,0.675593109,EFNB1,0.804962002
df$group,4,7514008.112,1878502.028,0.582498161,0.676168863,FANCF,0.805013639
df$group,4,157291812.7,39322953.17,0.580940103,0.677283874,Albumin,0.805706702
df$group,4,34808596.42,8702149.104,0.579709567,0.678164889,RHPN2,0.806120528
df$group,4,4085038.926,1021259.731,0.57847715,0.679047592,Selenium.binding.protein.1,0.80653571
df$group,4,22689295.46,5672323.866,0.573333397,0.682735356,MK01,0.810279323
df$group,4,484232.4273,121058.1068,0.569612743,0.685406364,EPI,0.812811311
df$group,4,34972219.22,8743054.805,0.566608777,0.687564946,R3GEF,0.814094125
df$group,4,661113.525,165278.3813,0.567086088,0.687221839,Caspase.10.region.1,0.814094125
df$group,4,832615.504,208153.876,0.56162056,0.691153296,SOCS.3,0.817063161
df$group,4,193428.2562,48357.06404,0.5616305,0.69114614,NRBF2,0.817063161
df$group,4,3753803.854,938450.9634,0.559485549,0.692690593,SUMO4,0.818059851
df$group,4,2674945.619,668736.4047,0.558947026,0.693078485,PTP.1B,0.818059851
df$group,4,3230428.67,807607.1674,0.557645305,0.694016316,sCD163,0.818527824
df$group,4,5718.075531,1429.518883,0.551221438,0.69864878,Parathyroid.Hormone1.34,0.82086726
df$group,4,31746190.35,7936547.589,0.551224046,0.698646899,SULT.1A1.2,0.82086726
df$group,4,65069.24076,16267.31019,0.550544704,0.699137203,GABP1,0.82086726
df$group,4,2906479.555,726619.8887,0.552953479,0.697399053,suPAR,0.82086726
df$group,4,212535.7022,53133.92555,0.550378325,0.699257295,IL.1b,0.82086726
df$group,4,30824657.45,7706164.362,0.551252947,0.698626041,CRK,0.82086726
df$group,4,894679.9652,223669.9913,0.549331864,0.700012737,HHLA2,0.82111657
df$group,4,160488.4666,40122.11664,0.548435917,0.700659662,LRP8,0.821238302
df$group,4,6454981.824,1613745.456,0.545808968,0.702557197,STX4,0.822350126
df$group,4,6610385.156,1652596.289,0.545616858,0.702696007,DBND1,0.822350126
df$group,4,127667.03,31916.7575,0.544578296,0.703446519,LCK,0.822591753
df$group,4,15715.93471,3928.983678,0.543239586,0.704414169,Azurocidin,0.823086726
df$group,4,3460859.577,865214.8942,0.540863618,0.706132215,RANK,0.824457073
df$group,4,13009346.57,3252336.642,0.540000689,0.706756392,STABP,0.824549124
df$group,4,1813756.906,453439.2264,0.538375478,0.707932224,FCG2B,0.824648322
df$group,4,1451955.89,362988.9725,0.538866089,0.707577231,CAMK1,0.824648322
df$group,4,1532202.315,383050.5787,0.53592504,0.709705774,GCNT4,0.825275927
df$group,4,192730.3225,48182.58063,0.535368827,0.710108453,sRANKL,0.825275927
df$group,4,10621.28498,2655.321246,0.536168225,0.709529729,GKN2,0.825275927
df$group,4,25560632.86,6390158.215,0.534167558,0.710978264,Glutathione.peroxidase,0.825652177
df$group,4,177058.7387,44264.68467,0.531427952,0.712962614,PPIB,0.827321161
df$group,4,45486.70308,11371.67577,0.527057436,0.716130078,IFN.b,0.829723125
df$group,4,3619286.977,904821.7441,0.527064435,0.716125004,Nucleoside.diphosphate.kinase.A,0.829723125
df$group,4,1717387.511,429346.8777,0.521743915,0.719983703,IRF1,0.833549279
df$group,4,587975053.3,146993763.3,0.520742733,0.720710116,Stress.induced.phosphoprotein.1,0.833751871
df$group,4,6491034.068,1622758.517,0.5157581,0.72432805,FGF.10,0.837296644
df$group,4,393873.965,98468.49124,0.514768869,0.725046291,pTEN,0.837486624
df$group,4,11177349.34,2794337.334,0.513426416,0.72602111,IP6K1,0.837972456
df$group,4,31023.57141,7755.892851,0.510917949,0.727842967,TMEM2,0.839434452
df$group,4,3076557.076,769139.269,0.510128932,0.728416104,MOBL3,0.839455144
df$group,4,22541.10655,5635.276637,0.508797214,0.729383542,CGBP1,0.839929867
df$group,4,179887.3283,44971.83209,0.504510579,0.732498285,KLOTB,0.841165465
df$group,4,847939483.2,211984870.8,0.504258026,0.732681824,AP2B1,0.841165465
df$group,4,2899012.352,724753.088,0.505144737,0.732037435,FUBP3,0.841165465
df$group,4,126565.7721,31641.44302,0.505608926,0.731700116,Lysosomal.acid.phosphatase,0.841165465
df$group,4,1278416.824,319604.2059,0.503130285,0.733501426,p27Kip1,0.841467493
df$group,4,771448.3222,192862.0806,0.497743412,0.737417107,IL.4.sR,0.845318169
df$group,4,571826.2135,142956.5534,0.495426123,0.739101806,Alkaline.phosphatase..liver,0.846607523
df$group,4,7177786.971,1794446.743,0.493518383,0.740488846,PSMD6,0.847029174
df$group,4,12475.14752,3118.786879,0.492436958,0.741275133,ENA.78,0.847029174
df$group,4,4634453.756,1158613.439,0.492930791,0.740916072,Fas.ligand..soluble,0.847029174
df$group,4,31453050.27,7863262.567,0.491837863,0.741710732,Trypsin.2,0.847029174
df$group,4,1796426.304,449106.5759,0.490766708,0.742489573,b2.Microglobulin,0.847278668
df$group,4,967585946.6,241896486.7,0.489362722,0.74351043,MOL1A,0.847454577
df$group,4,3416854.354,854213.5885,0.488656909,0.74402364,TM2D1,0.847454577
